Review #,Brand,Variety,Style,Country,Stars,Top Ten,Review
1750.0,Mi Sedaap,Instant Cup Mi Kuah Rasa Soto,Cup,Indonesia,5.0,,1750.0
1749.0,Yum Yum,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,Pack,Thailand,5.0,,1749.0
1748.0,Azami,Chili Chicken Flavour Noodle Soup,Cup,Canada,3.0,,1748.0
1747.0,Vit'S,Curry Instant Noodles,Pack,Malaysia,3.5,,1747.0
1746.0,Marutai,Ramen Shoyu Taste,Bowl,Japan,4.25,,1746.0
1745.0,Unox,Good Noodles Kerrie,Pack,Netherlands,3.5,,1745.0
1744.0,A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,5.0,,1744.0
1743.0,Mama,Rangers Snack Noodles Shrimp Tom Yum Flavour,Pack,Myanmar,4.5,,1743.0
1742.0,Aroi,Curry Me Penang White Curry Stirfry Noodle,Pack,Malaysia,4.5,,1742.0
1741.0,Myojo,Udon Japanese Style Precooked Noodles With Soup Chicken Flavor,Bowl,United States,2.5,,1741.0
1740.0,Master Kong,Braised Beef Noodle,Pack,China,4.25,,1740.0
1739.0,Nissin,Raoh Tanrei Koku Shio Ramen,Bowl,Japan,4.5,,1739.0
1738.0,Little Cook,Instant Noodles Shrimp Tom Yum Flavour,Cup,Thailand,4.25,,1738.0
1737.0,Mi Sedaap,Instant Cup Mi Goreng,Cup,Indonesia,3.75,,1737.0
1736.0,Mamee,Monster Snek Mi Pedas,Pack,Malaysia,5.0,,1736.0
1735.0,Master Kong,Tomato Sauce Instant Noodle,Bowl,China,4.0,,1735.0
1734.0,Koka,Laksa Singapura,Pack,Singapore,4.25,,1734.0
1733.0,Bonasia,Instant Noodles Beef Flavour,Pack,Germany,3.75,,1733.0
1732.0,Super,Seafood Flavour Noodles,Cup,Malaysia,3.25,,1732.0
1731.0,Mama,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,Cambodia,5.0,,1731.0
1730.0,Wu-Mu,Bbq Pork Flavor Chow Mein,Pack,Taiwan,4.5,,1730.0
1729.0,Vedan,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,Cup,Taiwan,2.75,,1729.0
1728.0,Yamadai,Tenobe Somen,Bowl,Japan,3.25,,1728.0
1727.0,Wei Lih,Jah Jan Men,Bowl,Taiwan,5.0,,1727.0
1726.0,Vina Acecook,Oh Ricey Pho Ga,Bowl,Vietnam,3.0,,1726.0
1725.0,A-Sha Dry Noodle,Veggie Noodle Black Sesame Noodle,Pack,Taiwan,3.25,,1725.0
1724.0,Pirkka,Nuudeli Liha Nudlar Kott,Pack,Finland,3.5,,1724.0
1723.0,Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,Pack,China,3.75,,1723.0
1722.0,Carjen,Otentiq Cheezy Curry Instant Noodles,Pack,Malaysia,4.5,,1722.0
1721.0,Salam Mie,Mi Goreng Dengan Abon,Pack,Indonesia,4.25,,1721.0
1720.0,Mamee,Chef Lontong Flavour,Cup,Malaysia,5.0,,1720.0
1719.0,Wai Wai,Grilled Pork Flavour Instant Noodles,Bowl,Thailand,2.5,,1719.0
1718.0,Vina Acecook,Hao Hao Sate Onion Flavour,Cup,Vietnam,2.5,,1718.0
1717.0,Lee Fah Mee,Sarawak White Laksa Instant Noodle,Pack,Sarawak,4.0,,1717.0
1716.0,Mama,Instant Noodles Egg Protein Noodles,Pack,Myanmar,3.5,,1716.0
1715.0,Yum Yum,Instant Noodles Minced Pork Flavor,Pack,Thailand,3.75,,1715.0
1714.0,Master Kong,Sichuan Hot Spicy Fish,Pack,China,3.75,,1714.0
1713.0,Carjen,Otentiq Cheezy Mushroom Instant Noodles,Pack,Malaysia,5.0,,1713.0
1712.0,Sakurai Foods,Organic Miso Ramen,Pack,Japan,4.5,,1712.0
1711.0,Hao Way,Vegetarian Penang Laksa,Pack,Malaysia,4.0,,1711.0
1710.0,Chering Chang,Instant Nonfried Noodles Vegetable Curry Flavor,Pack,Taiwan,5.0,,1710.0
1709.0,Asia Gold,Instant Noodles With Shrimp Flavouring,Pack,Hungary,4.0,,1709.0
1708.0,The Kitchen Food,Sibu Instant Kampua Original,Pack,Sarawak,4.0,,1708.0
1707.0,Azami,Hot  Spicy Flavour Noodle Soup,Bowl,Canada,3.5,,1707.0
1706.0,Maggi,Hot Cup Goreng Perencah Cili Fiesta,Cup,Malaysia,4.75,,1706.0
1705.0,Premiere,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,Malaysia,4.5,,1705.0
1704.0,Baixiang Noodles,Sour  Spicy Flavour,Pack,China,3.75,,1704.0
1703.0,7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,,1703.0
1702.0,Samyang Foods,Seafood Noodle,Cup,Japan,2.75,,1702.0
1701.0,Sakurai Foods,Organic Shoyu Ramen,Pack,Japan,4.25,,1701.0
1700.0,A-Sha Dry Noodle,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,4.0,,1700.0
1699.0,Vit'S,Mi Goreng Pedas Chewy  Springy,Pack,Malaysia,3.5,,1699.0
1698.0,Maruchan,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,United States,4.0,,1698.0
1697.0,The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Sarawak,5.0,,1697.0
1696.0,Mama,Cup Yentafo Tom Yum Mohfai,Cup,Thailand,5.0,,1696.0
1695.0,Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5.0,,1695.0
1694.0,Mama,Instant Rice Vermicelli Bihun Goreng Original Flavour,Pack,Thailand,4.75,,1694.0
1693.0,Mama,Instant Noodles Coconut Milk Flavour,Cup,Myanmar,5.0,,1693.0
1692.0,Mama,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,3.25,,1692.0
1691.0,Mama,Instant Cup Noodles Minced Prok Flavor,Cup,Thailand,3.5,,1691.0
1690.0,Wugudaochang,Sour Bamboo Shoot  Beef If Hot Pot Flavor Noodles,Bowl,China,4.0,,1690.0
1689.0,Wugudaochang,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,China,5.0,,1689.0
1688.0,Wugudaochang,Sea Tangle  Sparerins Flavor Noodles,Bowl,China,3.75,,1688.0
1687.0,Wugudaochang,Chefs Grains Millet Noodle,Pack,China,3.75,,1687.0
1686.0,Wugudaochang,Chefs Grains Buckwheat Noodle,Pack,China,3.5,,1686.0
1685.0,Wugudaochang,Chefs Grains Pea Noodle,Pack,China,4.0,,1685.0
1684.0,Wugudaochang,Sichuan Pepper  Chicken Flavor Noodle,Bowl,China,4.5,,1684.0
1683.0,Wugudaochang,Sour Soup  Minced Meat Flavor Chefs Grain Naked Oat Noodles,Pack,China,5.0,,1683.0
1682.0,Wugudaochang,Sour Bamboo Shoot  Beef If Hot Pot Flavor Noodles,Pack,China,4.0,,1682.0
1680.0,Aroi,Curry Me Penang White Curry Soup Noodle,Pack,Malaysia,4.5,,1680.0
1679.0,Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5,,1679.0
1678.0,Nongshim,Shin Black Spicy Poaufeu Flavor Mew Edition,Pack,United States,5.0,,1678.0
1677.0,Paldo,Raobokki Noodle Export Version,Pack,Korea South,5.0,,1677.0
1676.0,A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,4.25,,1676.0
1675.0,Baixiang Noodles,Sauerkraut Flavor,Pack,China,4.5,,1675.0
1674.0,Emart,Dare You Habanero Ramen New Edition,Cup,Korea South,3.5,,1674.0
1673.0,Lishan Food Manufacturing,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,3.5,,1673.0
1672.0,Azami,Chili Seafood Flavor Noodle Soup,Cup,Canada,3.25,,1672.0
1671.0,Ah Lai,Penang Favourite White Curry Rice Vermicelli,Pack,Malaysia,5.0,,1671.0
1670.0,Tropicana Slim,Less Fat Noodles Grilled Chicken,Pack,Indonesia,3.75,,1670.0
1669.0,A-One,Mi Ly Instant Noodles Mi Chay Vegetarian Flavor,Cup,Vietnam,1.25,,1669.0
1668.0,Mama,Cup Rice Vermicelli With Clear Soup,Cup,Thailand,3.5,,1668.0
1667.0,Deshome,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,5.0,,1667.0
1666.0,Vifon,Curry Instant Noodle With Chicken,Cup,Vietnam,3.0,,1666.0
1665.0,Paldo Vina,Koreno Premium Mushroom Flavor,Pack,Vietnam,1.5,,1665.0
1664.0,Mamee,Oriental Noodles Prawn Flavor,Pack,Malaysia,2.0,,1664.0
1663.0,Vina Acecook,King Chef Authentic Kimchi Flavour,Pack,Vietnam,4.0,,1663.0
1662.0,Mama,Nonfried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5.0,,1662.0
1661.0,Chencun,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China,3.75,,1661.0
1660.0,Sau Tao,Ho Fan Wonton Soup Flavored,Pack,Hong Kong,3.0,,1660.0
1659.0,United,Xi Gon Satay Onion Flavor,Pack,Vietnam,2.75,,1659.0
1658.0,Choripdong,Hurricane Rice Cake Topokki,Bowl,Korea South,5.0,,1658.0
1657.0,Shan,Shoop Instant Noodles Bombay Biryani Flavour,Pack,Pakistan,2.75,,1657.0
1656.0,Mama,Jokcup Instant Porridge Soup Seafood Flavour,Cup,Thailand,3.5,,1656.0
1655.0,Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China,3.0,,1655.0
1654.0,Myori,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,5.0,,1654.0
1653.0,Myori,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5.0,,1653.0
1652.0,Myori,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,5.0,,1652.0
1651.0,Ruski,Chicken Flavour Instant Noodles,Pack,Malaysia,3.75,,1651.0
1650.0,Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,Korea South,4.25,,1650.0
1649.0,Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China,4.25,,1649.0
1648.0,Wei Lih,Instant Noodles With Onion Flavour,Pack,Taiwan,4.25,,1648.0
1647.0,No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,,1647.0
1646.0,New Way,Spaghetti Instant Noodles,Tray,Vietnam,4.0,,1646.0
1645.0,Lucky Me!,Supreme Jjamppong Korean Style Spicy Seafood Soup,Bowl,Philippines,3.75,,1645.0
1644.0,Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2.0,,1644.0
1643.0,Emart,Dare You Habanero Jjajang Ramen,Cup,Korea South,3.5,,1643.0
1642.0,Campbell'S,Hearty Noodles Savoury Beef Flavour,Cup,Canada,0.25,,1642.0
1641.0,One Dish Asia,Japanese Ramen Noodle,Bowl,United States,0.0,,1641.0
1640.0,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2.0,,1640.0
1639.0,Pama,Bihun Creamy Tom Yam Flavour,Cup,Malaysia,3.75,,1639.0
1638.0,A-Sha Dry Noodle,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,Taiwan,5.0,,1638.0
1637.0,Thai Chef,Instant Nudelsuppe Huhn Geschmack,Pack,Germany,3.0,,1637.0
1636.0,Shan,Shoop Instant Noodles Masala Flavour,Pack,Pakistan,3.25,,1636.0
1635.0,Wai Wai,Quick Zabb Tom Klong Flavour Instant Noodles,Pack,Thailand,2.75,,1635.0
1634.0,Samyang Foods,Shoyu Noodle,Cup,Korea South,3.5,,1634.0
1633.0,A-One,Mi Ly Instant Noodles Mi Bo Beef Flavor,Cup,Vietnam,3.5,,1633.0
1632.0,Cintan,Mi Segera Mmm Perisa Kari,Pack,Malaysia,3.0,,1632.0
1631.0,Nissin,Donbei Tempura Soba Mini,Bowl,Japan,4.0,,1631.0
1630.0,Nongshim,Korean Clay Pot Ramyun,Bowl,China,2.5,,1630.0
1629.0,Hao Way,Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,3.5,,1629.0
1628.0,Azami,Kimchee Noodle Soup,Cup,Canada,0.0,,1628.0
1627.0,Vedan,Wei Wei A Instant Noodles Hot Beef Flavour,Bowl,Taiwan,2.5,,1627.0
1626.0,Nissin,Gonbuto Kistune Udon,Bowl,Japan,2.75,,1626.0
1625.0,Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5.0,,1625.0
1624.0,Baixiang Noodles,Artificial Pork Flavour,Pack,China,3.0,,1624.0
1623.0,Mykuali,Penang White Curry Noodle New Improved Tatse,Pack,Malaysia,5.0,,1623.0
1622.0,Nongshim,Quick2 Hot  Spicy Noodle Soup With Habanero  Lime,Pack,United States,4.0,,1622.0
1621.0,Myojo,Menwhite Creamy Tonkotsu,Bowl,Japan,3.0,,1621.0
1620.0,Premiere,Gold Penang Asam Laksa Bihun,Pack,Malaysia,3.25,,1620.0
1619.0,Nissin,Chu Qian Yi Ding Tom Yum Instant Noodles With Soup Base,Pack,Singapore,3.75,,1619.0
1618.0,Deshome,Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor,Pack,Taiwan,2.5,,1618.0
1617.0,Mykuali,Penang Hokkien Prawn Noodle New Improved Taste,Pack,Malaysia,5.0,,1617.0
1616.0,Unif-100,Instant Noodles Artificial Spicy Beef Flavor New Package,Pack,China,3.5,,1616.0
1615.0,Hankow,Shanghai Kaiyang Noodle,Pack,China,4.0,,1615.0
1614.0,The Bridge,Penang White Curry Noodle,Pack,Malaysia,5.0,#5,1614.0
1613.0,Maruchan,Kaoru Maitake Tempura Udon,Bowl,Japan,3.25,,1613.0
1612.0,Shan,Shoop Instant Noodles Spicy Lemon Flavour,Pack,Pakistan,3.25,,1612.0
1611.0,Lucky Me!,Supreme Seafood Flavor Big Cup,Bowl,Philippines,4.0,,1611.0
1610.0,Paldo Vina,Koreno Premium Ginseng Flavor,Pack,Vietnam,3.0,,1610.0
1609.0,Mitoku,Brown Rice Ramen,Pack,Japan,0.25,,1609.0
1608.0,Hao Way,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,4.5,,1608.0
1607.0,Myojo,Nyumen Desse Shoyu,Bowl,Japan,2.75,,1607.0
1606.0,Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,4.0,,1606.0
1605.0,Nissin,Demae Iccho Mushroom With Vegetables Flavour Macaroni,Pack,Hong Kong,3.5,,1605.0
1604.0,Unzen,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,1.0,,1604.0
1603.0,Salam Mie,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,Pack,Indonesia,5.0,#6,1603.0
1602.0,Vina Acecook,Mikochi Tom Yum Flavor Instant Noodles,Pack,Vietnam,3.5,,1602.0
1601.0,Nongshim,Jinjja Jinjja New,Pack,Korea South,5.0,,1601.0
1600.0,Chering Chang,Instant Nonfried Noodles Shallot Pork Flavour,Pack,Taiwan,5.0,,1600.0
1599.0,Nissin,Top Ramen Super Noodles Tomato,Pack,India,3.5,,1599.0
1598.0,Mama,Cup Rice Vermicelli Shrimp Creamy Tom Yum,Cup,Thailand,4.0,,1598.0
1597.0,Nissin,Original Chow Mein Premium Spicy Chicken Flavor,Tray,United States,4.0,,1597.0
1596.0,Uncle Sun,White Curry Noodle More Spicy,Pack,Malaysia,3.0,,1596.0
1595.0,Jml,Emporer Instant Noodles Spicy Chicken,Pack,China,5.0,,1595.0
1594.0,Acecook,Jan Jan Dashi Shoyu Yakisoba,Cup,Japan,2.25,,1594.0
1593.0,Nongshim,Tteokgukmyun,Pack,Korea South,4.25,,1593.0
1592.0,Mom'S Dry Noodle,Vegan Chilli With Sesame Sauce,Pack,Taiwan,5.0,,1592.0
1591.0,Mi E-Zee,Perisa Sayuran,Pack,Malaysia,3.5,,1591.0
1590.0,Mi E-Zee,Perisa Kari Sayuran,Pack,Malaysia,3.75,,1590.0
1589.0,E-Mi,Mi Perencah Ayam Jagung,Pack,Malaysia,3.75,,1589.0
1588.0,Mi E-Zee,Perisa Bayam,Pack,Malaysia,3.5,,1588.0
1587.0,Mi E-Zee,Plain Noodles,Pack,Malaysia,,,1587.0
1586.0,J.J.,Snek Mi Perisa Ayam,Pack,Malaysia,3.75,,1586.0
1585.0,Carjen,Nyonya Curry Laksa,Pack,Malaysia,5.0,,1585.0
1584.0,E-Mi,Mi Perencah Asam Pedas,Pack,Malaysia,3.75,,1584.0
1583.0,J.J.,Snek Mi Perisa Bbq,Pack,Malaysia,4.0,,1583.0
1582.0,Mi E-Zee,Perisa Kari  Curry Flavour,Pack,Malaysia,4.0,,1582.0
1581.0,United,3 Con Tom Instant Noodles Thailand Sour Shrimp Flavor,Pack,Vietnam,2.75,,1581.0
1580.0,Emart,Dare You Habanero Ramen New Edition,Pack,Korea South,3.75,,1580.0
1579.0,Curry Prince,Penang Authentic White Curry Noodle,Pack,Malaysia,4.0,,1579.0
1578.0,Nissin,Gonbuto Tempura Udon,Bowl,Japan,4.0,,1578.0
1577.0,Mama,Pork Flavour Whole Wheat Noodle,Pack,Thailand,3.75,,1577.0
1576.0,Maggi,Authentic Indian Noodles Vegetable Atta Masala,Pack,India,3.75,,1576.0
1575.0,Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,Korea South,5.0,,1575.0
1574.0,Chering Chang,Steam Vegetarian Flavor Noodles,Pack,Taiwan,3.5,,1574.0
1573.0,Hao Way,Penang White Curry Instant Bowl Noodles,Bowl,Malaysia,4.75,,1573.0
1572.0,Master Kong,Artificial Seafood Flavor Instant Noodle,Pack,China,3.75,,1572.0
1571.0,Econsave,Choice Instant Noodles Curry Flavour,Pack,Malaysia,3.5,,1571.0
1570.0,Maruchan,Big Cup Ramen Corn Salt  Butter Flavor,Bowl,Japan,5.0,,1570.0
1569.0,Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4.0,,1569.0
1568.0,Mama,Instant Noodles Cup Beef Flavour,Cup,Thailand,3.5,,1568.0
1567.0,Nissin,Emergency Cup Noodle,Cup,Japan,4.25,,1567.0
1566.0,Nissin,Cup Noodles Tomato Enjoy Noodles With Hot Soup,Cup,India,3.25,,1566.0
1565.0,Oyatsu,Baby Star Snack Noodle Chicken Flavour,Pack,Japan,2.5,,1565.0
1564.0,A-One,Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor,Cup,Vietnam,3.0,,1564.0
1563.0,Nongshim,Shin Ramyun Noodle Soup New Edition,Pack,United States,4.25,,1563.0
1562.0,Koka,Purple Wheat Noodles Soy  Vinegar Flavor,Pack,Singapore,2.75,,1562.0
1561.0,Uncle Sun,White Curry Noodle,Pack,Malaysia,4.5,,1561.0
1560.0,Kin-Dee,Instant Rice Noodle Spicy Seafood,Tray,Thailand,3.75,,1560.0
1559.0,Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,4.0,,1559.0
1558.0,No Name,Beef Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.0,,1558.0
1557.0,Hao Way,Penang Laksa,Pack,Malaysia,3.5,,1557.0
1556.0,Ching'S Secret,Hot Garlic Instant Noodles,Pack,India,3.75,,1556.0
1555.0,Ko-Lee,Instant Noodles Taste Sensation Mixed Vegetable Flavour,Pack,United Kingdom,3.5,,1555.0
1554.0,Ica,Asia Fast Noodles Snabbnudlar Räksmak,Pack,Sweden,3.0,,1554.0
1553.0,Mamee,Mi Segera Perisa Itik,Pack,Malaysia,3.75,,1553.0
1552.0,Bamee,Oriental Style Instant Noodles Palo Duck Flavour,Pack,Thailand,3.5,,1552.0
1551.0,Myojo,Men Black Seafood Tonkotsu,Bowl,Japan,3.5,,1551.0
1550.0,Ibumie,Penang White Currymee,Pack,Malaysia,5.0,,1550.0
1549.0,Sapporo Ichiban,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,5.0,,1549.0
1548.0,Samyang Foods,Curry Noodle,Cup,Japan,3.75,,1548.0
1547.0,Vedan,Volcano Spicy Pork Noodle,Bowl,Taiwan,4.25,,1547.0
1546.0,Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5,,1546.0
1545.0,Nanyang Chef,Penang Asam Pedas Hot  Sour Noodle,Pack,Malaysia,5.0,,1545.0
1544.0,Thai Pavilion,Pad Thai Instant Rice Noodles  Sauce,Tray,United States,1.5,,1544.0
1543.0,Maggi,2 Minute Noodles Hungrooo Masala Spicy,Pack,India,3.75,,1543.0
1542.0,Koka,Noodles Beef Flavour,Cup,Singapore,2.5,,1542.0
1541.0,Wu-Mu,Steam Pork Flavour,Pack,Taiwan,3.75,,1541.0
1540.0,Unif-100,Instant Noodles Artificial Shallot Beef Flavour,Pack,China,4.25,,1540.0
1539.0,New Touch,Kimchi Noodle,Bowl,Japan,3.5,,1539.0
1538.0,Sau Tao,Oat Noodle Tomato Soup Flavored,Pack,Hong Kong,4.5,,1538.0
1537.0,Wai Wai,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,Pack,Thailand,3.75,,1537.0
1536.0,Paldo Vina,Koreno Premium Shrimp Flavor,Pack,Vietnam,3.25,,1536.0
1535.0,Sau Tao,Oat Noodle Pork Rib Flavored,Pack,Hong Kong,3.5,,1535.0
1534.0,Vit'S,Seafood Instant Noodles,Pack,Malaysia,3.75,,1534.0
1533.0,Miliket,Sate Flavor Instant Noodles,Pack,Vietnam,3.75,,1533.0
1532.0,Lucky Me!,Special Instant Noodles Jjamppong Flavor,Pack,Philippines,4.5,,1532.0
1531.0,Lucky Me!,Special Instant Sopas Chicken Flavor,Pack,Philippines,3.75,,1531.0
1530.0,Lucky Me!,Spicy Beef Mami Instant Noodle Soup,Pack,Philippines,4.0,,1530.0
1529.0,Lucky Me!,Special Instant Curly Spaghetti With Yummy Red Sauce,Pack,Philippines,4.0,,1529.0
1528.0,Lucky Me!,Supreme Pinoy Chicken Instant Noodles,Cup,Philippines,3.25,,1528.0
1527.0,Lucky Me!,Special Baked Mac Style Instant Macaroni,Pack,Philippines,4.5,,1527.0
1526.0,Lucky Me!,La Paz Batchoy Instant Noodle Soup,Pack,Philippines,3.75,,1526.0
1525.0,Pama,Instant Kua Teow Tom Yam,Cup,Malaysia,3.75,,1525.0
1524.0,Nissin,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,,1524.0
1523.0,Paldo,Jjamppong Seafood Noodle King Bowl,Bowl,Korea South,5.0,,1523.0
1522.0,Vifon,Instant Porridge Seafood Flavour,Pack,Vietnam,3.25,,1522.0
1521.0,Maruchan,Gotsumori Sauce Yakisoba,Tray,Japan,5.0,,1521.0
1520.0,Yum Yum,Oriental Style Instant Noodles Wasabi Flavour,Pack,Thailand,3.0,,1520.0
1519.0,Ching'S Secret,Manchurian Instant Noodles,Pack,India,3.5,,1519.0
1518.0,Mamee,Chef Gold Recipe Bihun Kari Seribu Rasa,Pack,Malaysia,4.5,,1518.0
1517.0,Katoz,Instant Noodles Spicy Chili,Pack,Sweden,3.5,,1517.0
1516.0,Men-Sunaoshi,Miso Ramen,Pack,Japan,3.75,,1516.0
1515.0,Nongshim,Neoguri Udon Seafood  Mild,Pack,Korea South,4.0,,1515.0
1514.0,Maggi,Royale Penang Seafood Curry,Pack,Malaysia,4.5,,1514.0
1513.0,Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4.0,,1513.0
1512.0,Chewy,Japanese Fried Ramen Noodles Kyoto Barbecue Sauce Flavour,Pack,Hong Kong,1.75,,1512.0
1511.0,Long Jun Hang,Tainan Yi Mien With Sesame Oil Sauce,Pack,Taiwan,3.25,,1511.0
1510.0,Knorr,Quick Serve Macaroni Wonton Broth,Pack,Hong Kong,3.25,,1510.0
1509.0,Nissin,Donbei Kitsune Udon Mini,Bowl,Japan,3.5,,1509.0
1508.0,Mamee,Chef Gold Recipe Mi Kari Seribu Rasa,Pack,Malaysia,5.0,,1508.0
1507.0,Nissin,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,,1507.0
1506.0,Nissin,Cup Noodles Mug Noodles Spicy Vegetable,Pack,India,3.75,,1506.0
1505.0,Shan,Shoop Instant Noodles Bbq Flavour,Pack,Pakistan,3.25,,1505.0
1504.0,Master Kong,Stewed Beef Flavor Cooking Noodle,Pack,China,4.25,,1504.0
1503.0,Nongshim,Bowl Noodle Soup Shrimp Habanero Lime Flavor,Bowl,United States,3.25,,1503.0
1502.0,Jml,Artificial Pork Flavor Noodles,Pack,China,4.0,,1502.0
1501.0,Acecook,Ohmori Chukafu Yakisoba,Tray,Japan,3.25,,1501.0
1499.0,United,Instant Noodles Xi Gon Artificial Stewed Beef Flavor,Pack,Vietnam,3.25,,1499.0
1498.0,Samyang Foods,Sogokimyun Hot Flavor Noodle Soup,Pack,Korea South,3.5,,1498.0
1497.0,Nissin,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,Cup,United States,3.5,,1497.0
1496.0,Master Kong,Mianba Pork Ribs Flavor Instant Noodles,Pack,China,4.5,,1496.0
1495.0,Super,Instant Noodles Mee Goreng,Cup,Malaysia,3.75,,1495.0
1494.0,Indomie,Pop Mie Chicken Flavour Cup Noodles,Cup,Indonesia,3.5,,1494.0
1493.0,Maruchan,Magomian Kitsune Udon Eastern Japan Flavor,Bowl,Japan,4.25,,1493.0
1492.0,Wai Wai,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,4.0,,1492.0
1491.0,Ottogi,Potato Ramen,Pack,Korea South,3.75,,1491.0
1490.0,Nissin,Soba Chili Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.5,,1490.0
1489.0,Maggi,Multigrainz Noodles Spice Remix,Pack,India,3.25,,1489.0
1488.0,Mom'S Dry Noodle,Sichuan Spicy Flavor,Pack,Taiwan,5.0,,1488.0
1487.0,Ica,Asia Snabbnudlar Kycklingsmak,Pack,Sweden,3.25,,1487.0
1486.0,Mom'S Dry Noodle,Onion Oil  Shrimp Flavor,Pack,Taiwan,5.0,,1486.0
1485.0,Nongshim,Spicy Tonkotsu Noodle Soup,Pack,United States,5.0,,1485.0
1484.0,Ibumie,Mee Baagus Mi Goreng Spicier Original Flavour,Pack,Malaysia,3.75,,1484.0
1483.0,Four Seas,Hot  Spicy Instant Noodle Mushroom  Beef Flavour,Pack,Hong Kong,4.0,,1483.0
1482.0,Maruchan,I Want To Eat Ramen Shoyu Flavor,Pack,Japan,4.0,,1482.0
1481.0,Master Kong,Mushroom Stew Chicken Ramen,Pack,China,3.5,,1481.0
1480.0,Paldo,Jjol Bibim Men,Pack,Korea South,4.0,,1480.0
1479.0,Nissin,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,United States,3.5,,1479.0
1478.0,Ruski,Tom Yam Flavour Instant Noodles,Pack,Thailand,4.0,,1478.0
1477.0,Mama,Instant Noodles Moo Nam Tok Flavour,Pack,Thailand,4.0,,1477.0
1476.0,Thai Chef,Instant Nudelsuppe Shrimp Flavour,Pack,Germany,3.5,,1476.0
1475.0,Bamee,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,Thailand,3.25,,1475.0
1474.0,Mama,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,Thailand,4.0,,1474.0
1473.0,Mama,Instant Cup Noodles Shrimp Tom Yum Flavour Extreme,Cup,Thailand,5.0,,1473.0
1472.0,Ruski,Chicken Masala Flavour Instant Fried Noodles,Pack,Thailand,3.75,,1472.0
1471.0,Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,Thailand,5.0,,1471.0
1470.0,Mama,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,3.5,,1470.0
